Weight,Measurement
3.084685868809727e-05,D Members Choosing to Leave the Plan Non-numeric_Plan not required to report measure
3.074687675685935e-05,D Statin Use in Persons with Diabetes (SUPD) Non-numeric_Not enough data available
3.00188849188991e-05,C Customer Service Non-numeric_Plan too new to be measured
2.934006234861946e-05,D Medication Adherence for Diabetes Medications Non-numeric_Plan too new to be measured
2.8285576532795115e-05,D Medication Adherence for Diabetes Medications Non-numeric_Not enough data available
2.7325031553334405e-05,D Medication Adherence for Cholesterol (Statins) Non-numeric_Plan not required to report measure
2.7036073411627824e-05,D Medication Adherence for Hypertension (RAS antagonists) Non-numeric_Plan too new to be measured
2.6257945210998548e-05,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance Non-numeric_Numeric"
2.6214710180926985e-05,C Monitoring Physical Activity Non-numeric_Not enough data available
2.188128895335172e-05,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance  Non-numeric_Not enough data available"
2.1698397737004645e-05,D Medication Adherence for Cholesterol (Statins)  Non-numeric_Plan too new to be measured
2.114842211521186e-05,C Plan All-Cause Readmissions Non-numeric_Not enough data available
2.1002193314034885e-05,C Statin Therapy for Patients with Cardiovascular Disease Non-numeric_Plan too new to be measured
2.030469521436224e-05,D MTM Program Completion Rate for CMR Non-numeric_Plan too new to be measured
1.9863712620219347e-05,D Medication Adherence for Diabetes Medications  Non-numeric_Plan not required to report measure
1.6275976720097446e-05,C Statin Therapy for Patients with Cardiovascular Disease Non-numeric_Plan too small to be measured
1.6183505814245117e-05,D Medication Adherence for Hypertension (RAS antagonists) Non-numeric_Not enough data available
1.5213656748852033e-05,D Diabetes Treatment Non-numeric_Plan not required to report measure
1.5175639632702576e-05,C Glaucoma Testing Non-numeric_Plan too new to be measured
1.3434055641142644e-05,C Glaucoma Testing Non-numeric_Plan too small to be measured
1.285695700845673e-05,D Medication Adherence for Hypertension (RAS antagonists)  Non-numeric_Plan not required to report measure
1.28505209413245e-05,D Medication Adherence for Cholesterol (Statins) Non-numeric_Not enough data available
1.2800539663203137e-05,DD4: Patient Safety and Accuracy of Drug Pricing Non-numeric_Numeric
1.102523265453777e-05,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance  Non-numeric_Numeric"
1.0719027185454105e-05,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance Non-numeric_Not enough data available"
1.0258933537758448e-05,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance Non-numeric_Plan too new to be measured"
1.0221956524703835e-05,C Improving Bladder Control Non-numeric_Plan too small to be measured
8.59848941907868e-06,C Diabetes Care – Blood Sugar Controlled Non-numeric_Not enough data available
6.888229572515378e-06,C Diabetes Care – Eye Exam Non-numeric_Not enough data available
6.175765007292028e-06,DD4: Patient Safety and Accuracy of Drug Pricing Non-numeric_Not enough data available
5.744324569215404e-06,C Care for Older Adults – Pain Screening Non-numeric_Plan too small to be measured
3.3464628553888628e-06,C Diabetes Care – Kidney Disease Monitoring Non-numeric_Not enough data available
2.475323674894289e-06,DD4: Patient Safety and Accuracy of Drug Pricing Non-numeric_Plan too new to be measured
1.9457316517927945e-06,C Medication Reconciliation Post-Discharge Non-numeric_Not enough data available
1.8655474255385738e-06,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance  Non-numeric_Plan too new to be measured"
1.4767390880336716e-06,C Statin Therapy for Patients with Cardiovascular Disease Non-numeric_Benefit not offered by plan
2.582302255149865e-07,C Diabetes Care – Cholesterol Screening Non-numeric_Not enough data available
0.0,C Transitions of Care Non-numeric_Numeric
0.0,C Transitions of Care
0.0,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions Non-numeric_Numeric
0.0,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions
0.0,C Diabetes Care – Cholesterol Controlled Non-numeric_Not enough data available
0.0,C Controlling High Blood Pressure Non-numeric_Numeric
0.0,C Controlling High Blood Pressure
0.0,C Care for Older Adults – Pain Screening Non-numeric_Not enough data available
