2020 Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H1587,Local CCP,"Arkansas Superior Select, Inc.",Superior Select Health Plans,"Select Founders, LLC",Not enough data available,1,Plan too small to be measured,Not enough data available,Not enough data available,1,3,4,4,3,4,Not enough data available,1,3,2,Not enough data available,3,Not enough data available,1,5,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4,4,Not enough data available,Not enough data available,Not enough data available,4,5,5,Not enough data available,4,4,3,Plan too small to be measured,Plan too small to be measured,5,2,1,3,4,1
H1607,Local CCP,"Anthem Insurance Companies, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,4,4,4,4,3,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,3,5,2,1,3,4,4,4,4,3,3,4,2,3,5,4,3,5,5,5,5,5,Not enough data available,5,4,3,2,4,4,4,3,3,2,3
H1608,Local CCP,Coventry Health And Life Insurance Company,Aetna Medicare,CVS Health Corporation,3,3,3,2,4,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,2,4,4,3,1,3,4,3,2,4,3,2,3,2,4,5,4,2,4,5,5,5,5,5,5,4,5,2,4,5,4,4,4,4,3
H1609,Local CCP,Aetna Health Inc. (fl),Aetna Medicare,CVS Health Corporation,5,5,1,4,3,4,5,2,5,5,5,4,5,5,5,3,4,3,5,4,2,3,3,4,4,4,4,5,3,3,4,4,5,5,5,5,5,3,3,4,4,5,5,3,3,4,5
H1610,Local CCP,Coventry Health Care Of Virginia,Aetna Better Health of Virginia,CVS Health Corporation,Not enough data available,Not enough data available,1,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,4,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,1,No data available,Not enough data available,4,4,4,4,3,4,Not enough data available,4,Not enough data available,Not enough data available,Not enough data available,4,4,Not enough data available,Not enough data available,Not enough data available,4,Not enough data available,3,3,5,3,4,3,1,2
H1644,Local CCP,Longevity Health Plan Of Florida Inc.,Longevity Health Plan,"Longevity Health Founders, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1651,1876 Cost,"Medical Associates Health Plan, Inc.","Medical Associates Health Plan, Inc.","Medical Associates Clinic, P.C.",5,5,5,3,5,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,5,5,5,Benefit not offered by plan,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5,5,5,5,5,5,5,5,3,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1659,Local CCP,"Piedmont Community Healthcare, Inc.",Piedmont Medicare Advantage,Piedmont Community Health Plan,2,2,3,2,5,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,4,4,3,4,3,2,1,3,3,4,3,4,3,4,4,5,4,2,5,3,4,5,5,Not enough data available,5,4,5,3,4,5,5,4,3,3,3
H1660,Local CCP,Harvard Pilgrim Health Care Inc.,"Harvard Pilgrim Health Care, Inc.","Harvard Pilgrim Health Care, Inc.",4,4,5,2,4,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,4,5,4,2,2,5,1,1,4,3,4,4,4,2,5,5,5,4,4,5,3,4,3,5,5,5,4,2,4,4,5,5,5,3,5
H1664,Local CCP,"Home State Health Plan, Inc.",Allwell,Centene Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,5,4,3,5,1
H1666,Local CCP,Hcsc Insurance Services Company,Blue Cross and Blue Shield of Texas,Health Care Service Corporation,3,4,4,5,5,4,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,2,4,4,4,1,4,1,4,3,3,2,1,2,1,2,4,4,5,2,1,5,5,5,1,4,4,4,1,1,5,3,3,3,5,3
H1692,Local CCP,"Coventry Health Care Of West Virginia, Inc.",Aetna Medicare,CVS Health Corporation,2,3,2,1,3,1,5,No data available,No data available,No data available,No data available,Not enough data available,1,3,4,2,1,3,5,4,1,5,5,4,4,3,5,5,3,3,3,5,5,5,5,Not enough data available,5,3,5,4,4,5,3,2,2,4,3
H1722,Local CCP,"Health Pointe Of New York, Llc","Health Pointe of New York, LLC","Independent Living Systems, LLC",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,1,2,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1723,Demo,"Absolute Total Care, Inc.",Absolute Total Care,Centene Corporation,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H1737,Local CCP,"Health Alliance - Midwest, Inc.",Health Alliance Medicare,The Carle Foundation,4,4,5,2,5,3,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,2,No data available,3,Not enough data available,1,4,1,No data available,Not enough data available,4,4,4,3,3,3,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,3,3,Not enough data available,Not enough data available,Not enough data available,Not enough data available,3,4,4,5,5,4,4,3,2
H1777,Local CCP,"Catholic Special Needs Plan, Llc",ArchCare Advantage,Catholic Health Care System,Not enough data available,2,Plan too small to be measured,4,2,1,5,5,5,5,5,Not enough data available,5,5,3,Not enough data available,Not enough data available,Not enough data available,1,4,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,4,1,Not enough data available,Not enough data available,2,3,5,Not enough data available,5,4,1,Plan too small to be measured,Plan too small to be measured,5,4,2,2,5,5
H1787,Local CCP,"Good Samaritan Insurance Plan Of South Dakota, Inc",Great Plains Medicare Advantage,Sanford Health,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,5,5,5,5,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,2,3,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,No data available,5,5,5,No data available
H1846,Local CCP,Mount Carmel Health Insurance Company,MediGold,Trinity Health,3,3,3,4,5,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,No data available,4,Not enough data available,1,Not enough data available,1,No data available,No data available,5,5,5,4,4,5,Not enough data available,Not enough data available,4,Not enough data available,Not enough data available,5,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,1,2,4,5,5,4,4,5,2
H1889,Local CCP,"Unitedhealthcare Of Florida, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1894,Local CCP,"Amerigroup Washington, Inc.",AMERIGROUP,Anthem Inc.,2,3,3,4,5,4,3,1,4,3,4,Not enough data available,2,3,4,Not enough data available,Not enough data available,3,4,5,4,1,3,Not enough data available,1,1,3,5,2,3,Not enough data available,Not enough data available,5,5,4,Not enough data available,5,2,4,1,3,4,2,3,3,1,5
H1914,Local CCP,Wellcare Health Insurance Of Connecticut,WellCare,"WellCare Health Plans, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1924,MSA,"Port Holdings, Inc.",Lasso Healthcare,"Port Holdings, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1944,Local CCP,"Unitedhealthcare Of New England, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,4,4,4,4,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,5,5,5,4,2,2,3,2,4,3,3,3,3,2,3,5,4,2,5,5,5,5,5,4,5,4,5,2,2,5,5,4,4,3,4
H1947,Local CCP,"Community Care Health Plan Of Louisiana, Inc.",Healthy Blue,Anthem Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1951,Local CCP,"Humana Health Benefit Plan Of Louisiana, Inc.",Humana,Humana Inc.,4,5,3,2,3,4,5,2,5,5,5,4,4,4,4,4,3,4,5,2,4,5,3,5,5,5,5,5,4,4,4,4,5,5,5,3,5,4,5,5,4,5,4,3,4,4,4
H1961,Local CCP,"Peoples Health, Inc.",Peoples Health,"UnitedHealth Group, Inc.",5,5,4,4,3,3,5,4,5,5,5,5,5,5,4,4,3,3,5,3,3,4,3,5,4,5,5,5,5,3,5,4,4,5,5,3,5,5,1,5,4,5,3,3,3,5,5
H1969,Local CCP,Regence Blueshield Of Idaho,Regence BlueShield of Idaho,"Cambia Health Solutions, Inc.",3,3,2,3,3,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,4,5,Not enough data available,1,4,3,4,3,5,5,5,5,2,5,5,3,5,Not enough data available,Not enough data available,5,5,5,Not enough data available,5,3,3,1,4,5,4,3,4,5,4
H1977,Demo,"Upper Peninsula Health Plan, Llc",Upper Peninsula Health Plan (UPHP) MI Health Link,"DLP Marquette General Hospital, LLC",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H1994,Local CCP,"Selecthealth, Inc.",SelectHealth,"Intermountain Health Care, Inc.",3,5,3,4,5,5,5,No data available,No data available,No data available,No data available,3,5,4,5,3,2,4,5,4,4,5,5,5,5,4,5,5,4,4,5,5,4,5,3,1,5,4,5,2,5,5,4,3,4,5,3
H1997,Local CCP,Regence Blueshield,Regence BlueShield,"Cambia Health Solutions, Inc.",4,5,5,5,5,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,4,5,2,1,4,3,2,3,4,5,4,4,2,5,5,3,3,5,5,5,5,5,Not enough data available,5,3,4,1,3,5,5,5,5,3,5
H2001,Local CCP,"Sierra Health And Life Insurance Company, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",5,5,5,3,3,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,5,5,5,5,2,3,3,3,3,4,3,3,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,3
H2011,Local CCP,Bright Health Insurance Company Of Tennessee,Bright Health,"Bright Health, Inc.",Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,5,5,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2020,Local CCP,Delaware Life Insurance Company,Clear Spring Health,Delaware Life Insurance Company,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,3,3,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2029,Local CCP,"Humana Insurance Of Puerto Rico, Inc.",Humana,Humana Inc.,3,5,1,5,5,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,5,5,Not enough data available,4,Not enough data available,3,2,3,3,1,Not enough data available,4,2,3,5,3,4,Not enough data available,Not enough data available,5,5,5,Not enough data available,5,3,3,2,Not enough data available,5,1,1,1,4,5
H2032,Local CCP,Insurance Company Of Scott And White,Scott and White Health Plan,Baylor Scott & White Holdings,5,5,5,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,4,No data available,4,Not enough data available,Plan too new to be measured,Plan too new to be measured,3,No data available,No data available,4,5,3,5,4,5,5,2,Not enough data available,Not enough data available,Not enough data available,3,3,5,Not enough data available,5,2,Not enough data available,3,2,4,3,2,3,3,3
H2034,Local CCP,"Community Care Health Plan, Inc.",Community Care,"Community Care, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Plan too small to be measured,5,5,5,5,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,3,Not enough data available,Not enough data available,Not enough data available,Not enough data available,3,Plan too small to be measured,Plan too small to be measured,5,5,5,5,1,5
H2056,Local CCP,Aetna Better Health Of Michigan Inc.,Aetna Medicare,CVS Health Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2108,Local CCP,"Bravo Health Mid-atlantic, Inc.",Cigna,CIGNA,3,5,2,3,4,4,5,1,5,5,5,4,5,5,4,3,4,2,4,3,3,3,3,3,2,2,3,5,4,4,5,3,5,5,4,4,5,4,4,2,3,5,2,2,2,4,4
H2120,Local CCP,"Securitycare Of Tennessee, Inc.",BlueEssential,BlueCross BlueShield of Tennessee,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2134,Local CCP,"Western Sky Community Care, Inc.",Allwell,Centene Corporation,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,4,5,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2150,1876 Cost,Kaiser Fndn Hp Of The Mid-atlantic Sts,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,5,4,4,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,5,5,5,5,5,3,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,5,3,5,5,3,5,5,4,3,3,Plan not required to report measure,Plan not required to report measure,5,Not enough data available,5,5,5,5,5,5,5,5,5,5,5
H2161,Local CCP,"Upper Peninsula Health Plan, Llc",Upper Peninsula Health Plan,"DLP Marquette General Hospital, LLC",No data available,3,Plan too small to be measured,Not enough data available,Not enough data available,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,No data available,5,Not enough data available,Not enough data available,Not enough data available,3,5,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,4,4,3,3,2
H2162,Local CCP,"Wellcare Of New Hampshire, Inc.",WellCare,"WellCare Health Plans, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H2168,Local CCP,Village Senior Services Corporation,VillageCareMAX,"Village Care of New York, Inc.",Not enough data available,Not enough data available,3,Plan too new to be measured,Plan too new to be measured,No data available,No data available,1,2,5,5,Not enough data available,No data available,No data available,2,Not enough data available,No data available,No data available,1,No data available,Not enough data available,Not enough data available,1,Not enough data available,Not enough data available,1,3,Not enough data available,3,Not enough data available,Not enough data available,Not enough data available,4,5,Not enough data available,Not enough data available,Not enough data available,3,3,2,Not enough data available,5,4,2,2,2,3
