2018 Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,
H0927,Demo,Health Care Service Corporation,Blue Cross Community MMAI,Health Care Service Corporation,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available
H1016,Local CCP,"Avmed, Inc.",AvMed Medicare,"AvMed, Inc.",4,5,1,2,4,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,5,5,4,4,3,5,4,3,4,2,3,4,4,4,5,5,4,4,5,5,4,4,3,5,5,5,4,3,2,4,5,3,4,3,3
H1019,Local CCP,"Careplus Health Plans, Inc.","CarePlus Health Plans, Inc.",Humana Inc.,5,5,1,2,3,3,5,4,5,5,5,4,5,5,5,4,4,3,4,5,3,4,2,5,4,5,3,4,3,3,4,5,5,5,5,5,5,4,3,3,5,5,4,5,4,5,4,5
H1026,Local CCP,"Health Options, Inc.",Florida Blue HMO,Guidewell Mutual Holding Corporation,4,4,2,2,5,4,4,No data available,No data available,No data available,No data available,2,3,4,5,4,3,2,5,3,3,3,2,3,2,1,2,4,3,4,5,4,5,5,5,5,5,4,3,4,2,2,4,5,3,4,3,3
H1032,Local CCP,"Wellcare Of Florida, Inc.",WellCare,"WellCare Health Plans, Inc.",4,4,2,4,3,2,5,2,5,4,4,2,4,4,5,4,2,1,4,4,3,4,4,4,4,5,3,4,3,5,5,5,5,4,4,5,3,4,3,5,5,4,4,5,3,3,3,2
H1035,Local CCP,"Florida Health Care Plan, Inc.",Florida Health Care Plans,Guidewell Mutual Holding Corporation,4,5,3,2,4,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,5,5,4,4,3,2,3,2,4,5,5,4,5,4,5,5,4,1,5,5,1,1,5,Not enough data available,5,5,4,4,5,5,3,4,5,5,5
H1036,Local CCP,"Humana Medical Plan, Inc.","Humana Medical Plan, Inc.",Humana Inc.,4,5,2,4,5,4,5,4,5,5,5,4,5,5,5,4,4,3,1,5,3,4,4,4,4,4,3,5,4,3,4,1,2,4,5,5,5,5,4,3,5,5,4,5,4,4,4,4
H1045,Local CCP,"Preferred Care Partners, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,1,4,4,4,5,4,5,5,5,4,5,4,5,4,2,2,3,3,3,4,3,4,4,4,3,4,4,2,4,5,5,5,5,5,5,4,4,2,4,4,4,5,4,4,3,5
H1099,Local CCP,Health First Health Plans,"Health First Health Plans, Inc.","Health First, Inc.",4,4,2,2,4,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,3,5,4,3,2,5,5,4,4,3,5,4,5,3,5,5,5,4,5,5,5,5,5,Not enough data available,5,5,5,3,3,4,4,3,4,3,1
H1100,Local CCP,Innovation Health Insurance Company,Innovation Health,"Innovation Health Holdings, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1109,Local CCP,Aetna Health Inc.(ga),Aetna Medicare,Aetna Inc.,3,4,3,5,4,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,4,5,3,4,3,5,4,4,4,2,4,4,4,4,4,5,5,4,Not enough data available,Not enough data available,5,5,5,Not enough data available,4,5,5,3,3,3,5,2,3,2,3
H1111,Local CCP,"Unitedhealthcare Of Georgia, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,2,2,2,3,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,3,4,4,2,3,2,2,2,3,4,2,5,2,2,3,3,3,3,4,5,5,5,5,5,Not enough data available,3,3,3,4,4,4,5,2,3,2,3
H1112,Local CCP,"Wellcare Of Georgia, Inc.",WellCare,"WellCare Health Plans, Inc.",2,3,1,4,3,3,3,2,3,2,3,1,3,3,3,1,2,3,3,2,3,2,1,3,2,3,2,4,4,4,3,4,5,4,4,5,5,4,4,4,5,4,1,5,1,1,2,3
H1170,Local CCP,"Kaiser Foundation Hp Of Ga, Inc.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,2,4,5,3,2,2,4,4,5,3,4,5,5,3,5,5,5,5,5,Not enough data available,4,5,5,5,5,5,5,3,4,3,5
H1181,MSA,Network Health Insurance Corporation,Network Health Medicare Advantage Plans,"Network Health, Inc.",Not enough data available,3,1,Plan too new to be measured,Plan too new to be measured,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,3,3,4,4,Benefit not offered by plan,1,5,5,5,5,5,3,4,2,4,3,1,5,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1189,Local CCP,Christus Health Plan,CHRISTUS Health Plan Generations,CHRISTUS Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,4,Not enough data available,Not enough data available,Not enough data available,2,3,Not enough data available,Not enough data available,Not enough data available,Not enough data available,4,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,No data available,2,4,Not enough data available
H1225,Local CCP,"Hopkins Health Advantage, Inc.",Johns Hopkins HealthCare,Johns Hopkins Healthcare LLC,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1230,Local CCP,"Kaiser Foundation Hp, Inc.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,5,5,2,4,4,5,5,5,5,5,5,4,5,5,5,5,2,2,5,4,4,5,4,5,5,4,5,5,5,4,Not enough data available,Not enough data available,5,5,5,Not enough data available,5,5,5,5,5,5,5,5,5,5,5
H1264,Local CCP,"Wellcare Of Texas, Inc.",WellCare,"WellCare Health Plans, Inc.",3,3,4,5,4,5,3,2,3,3,4,1,2,4,2,1,2,3,Not enough data available,2,2,2,1,1,1,3,1,4,2,4,3,5,5,4,4,5,4,4,2,4,3,3,1,5,2,2,2,2
H1286,Local CCP,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",4,5,3,2,4,3,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,4,5,5,4,4,1,4,5,3,3,5,4,3,2,4,5,5,3,4,5,5,5,5,5,Not enough data available,5,5,3,4,2,4,5,4,5,4,3
H1302,Local CCP,"Blue Cross Of Idaho Care Plus, Inc.",Blue Cross of Idaho,"Blue Cross of Idaho Health Services, Inc.",2,2,1,4,4,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,3,2,4,4,4,2,1,3,4,3,2,Not enough data available,2,2,3,5,5,5,4,4,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1304,Local CCP,Regence Blueshield Of Idaho,Regence BlueShield Of Idaho,"Cambia Health Solutions, Inc.",4,4,4,2,4,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,3,3,4,2,4,2,4,3,4,4,5,4,4,2,4,5,5,4,3,Not enough data available,Not enough data available,5,5,5,Not enough data available,5,5,4,3,1,4,4,3,4,4,4
H1343,Local CCP,"Fresenius Health Plans Of Texas, Inc.",Fresenius Health Plans,Fresenius Medicare Care AG & Co. KGaA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,4,3,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1350,Local CCP,"Blue Cross Of Idaho Care Plus, Inc.",Blue Cross of Idaho,"Blue Cross of Idaho Health Services, Inc.",3,4,4,4,4,2,4,4,4,5,5,1,4,3,5,4,4,2,4,5,4,4,4,5,4,4,4,5,5,3,5,4,3,5,5,5,4,5,5,3,3,4,4,4,4,5,4,1
H1352,Local CCP,"Blue-advantage Plus Of Kansas City, Inc.",Blue Cross and Blue Shield of Kansas City (Blue KC,Blue Cross and Blue Shield of Kansas City,Not enough data available,Not enough data available,3,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,2,4,4,2,Not enough data available,Plan too new to be measured,Plan too new to be measured,3,2,3,3,3,2,2,5,4,4,5,Not enough data available,5,5,4,3,5,Not enough data available,4,4,5,Not enough data available,3,4,5,3,2,2,2
H1365,Local CCP,"Martin's Point Generations Advantage, Inc.",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",4,4,3,5,4,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,2,5,4,Not enough data available,1,4,3,2,4,5,5,4,4,3,5,4,4,2,Not enough data available,Not enough data available,5,5,5,Not enough data available,5,4,4,2,2,5,5,3,5,4,2
H1372,Local CCP,"Marquis Advantage, Inc.",AgeRight Advantage Health Plan (HMO SNP),"Marquis Companies I, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,5,4,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1415,Local CCP,"Healthspring Of Tennessee, Inc.",Cigna-HealthSpring,CIGNA,3,4,1,4,4,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,3,5,5,3,3,3,3,4,3,1,1,2,4,2,3,4,2,1,4,2,3,Not enough data available,Not enough data available,5,4,4,2,1,1,2,3,4,2,2,2,4
H1416,Local CCP,"Harmony Health Plan,  Inc.",WellCare,"WellCare Health Plans, Inc.",2,2,2,1,2,4,4,2,4,3,4,1,3,4,2,1,3,3,1,3,3,2,2,2,1,1,3,4,3,5,3,5,5,4,4,5,Not enough data available,4,3,5,5,3,3,5,2,2,2,3
H1436,Local CCP,"Absolute Total Care, Inc.",Allwell,Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1463,Local CCP,"Health Alliance Connect, Inc.",Health Alliance Medicare,The Carle Foundation,3,3,5,3,5,2,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2,3,3,4,3,4,2,2,3,2,4,4,5,5,4,5,5,5,4,3,5,2,5,4,5,Not enough data available,5,5,4,2,4,4,5,4,5,4,4
H1468,Local CCP,"Humana Benefit Plan Of Illinois, Inc.","Humana Benefit Plan of Illinois, Inc.",Humana Inc.,4,4,4,2,4,2,5,No data available,No data available,No data available,No data available,1,4,3,5,5,4,1,3,5,3,5,5,4,5,4,5,5,5,3,4,Not enough data available,Not enough data available,4,5,5,Not enough data available,5,5,3,5,5,4,5,5,5,5,3
H1537,Local CCP,Unitedhealthcare Insurance Company Of New York,UnitedHealthcare,"UnitedHealth Group, Inc.",Not enough data available,Not enough data available,5,Not enough data available,Not enough data available,4,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,2,5,3,Not enough data available,2,3,4,No data available,5,3,3,4,4,2,5,5,2,Not enough data available,Not enough data available,Not enough data available,5,5,5,Not enough data available,5,5,2,Not enough data available,5,5,5,5,5,5,4
H1587,Local CCP,"Arkansas Superior Select, Inc.",Superior Select Health Plans,"Select Founders, LLC",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan too small to be measured,3,1,1,1,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,5,Not enough data available,Not enough data available,Not enough data available,4,3,Not enough data available,Not enough data available,Not enough data available,Not enough data available,5,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,No data available,1,2,4
H1607,Local CCP,"Anthem Insurance Companies, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,3,3,3,2,1,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,3,5,4,Not enough data available,3,5,4,2,4,4,3,4,2,5,4,4,5,3,Not enough data available,Not enough data available,5,5,5,Not enough data available,4,4,5,2,2,4,5,3,5,3,3
H1608,Local CCP,Coventry Health And Life Insurance Company,Coventry Health Care,Aetna Inc.,3,4,3,2,4,1,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,3,2,5,4,4,2,2,4,4,5,5,4,5,3,5,5,4,5,3,4,4,5,5,5,5,5,4,5,1,2,4,5,3,4,3,2
H1609,Local CCP,Aetna Health Inc. (fl),Coventry Health Care,Aetna Inc.,4,4,4,3,4,1,5,No data available,5,5,5,3,5,5,5,4,3,2,2,4,4,4,5,3,4,2,3,3,4,5,2,Not enough data available,Not enough data available,5,5,5,Not enough data available,3,4,5,3,3,4,5,4,4,4,2
H1610,Local CCP,"Aetna Better Health, Inc. (va)",Aetna Better Health of Virginia,Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1651,1876 Cost,"Medical Associates Health Plan, Inc.","Medical Associates Health Plan, Inc.","Medical Associates Clinic, P.C.",5,4,5,2,4,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,5,3,5,5,Benefit not offered by plan,2,3,Plan not required to report measure,Plan not required to report measure,5,5,5,5,5,5,5,5,5,3,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H1659,Local CCP,"Piedmont Community Healthcare, Inc.",Piedmont Medicare Advantage,Piedmont Community Health Plan,2,2,3,2,4,4,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,3,2,1,4,2,1,3,4,4,3,3,3,2,2,5,5,5,3,5,4,4,4,5,Not enough data available,5,5,5,3,1,2,5,3,4,3,1
H1660,Local CCP,Harvard Pilgrim Health Care Inc.,"Harvard Pilgrim Health Care, Inc.","Harvard Pilgrim Health Care, Inc.",4,4,4,Plan too new to be measured,Plan too new to be measured,5,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,3,4,2,Not enough data available,1,5,3,3,3,5,3,4,2,4,3,3,4,Not enough data available,2,4,4,4,3,4,3,3,4,Not enough data available,2,4,5,5,5,5,4
H1664,Local CCP,"Home State Health Plan, Inc.",Allwell,Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1666,Local CCP,Hcsc Insurance Services Company,Blue Cross Blue Shield of Texas,Health Care Service Corporation,2,2,3,4,5,3,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,2,4,2,1,4,2,4,2,3,4,3,1,2,1,3,2,2,2,3,4,2,5,4,5,5,2,2,2,3,1,1,4,3,3,3,4
H1692,Local CCP,"Coventry Health Care Of West Virginia, Inc.",Coventry Health Care,Aetna Inc.,2,2,3,Plan too new to be measured,Plan too new to be measured,1,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,2,5,4,2,2,2,3,5,2,3,3,2,1,3,4,4,5,4,5,5,5,5,5,Not enough data available,4,4,5,3,2,3,5,2,2,2,3
H1723,Demo,"Absolute Total Care, Inc.",Absolute Total Care,Centene Corporation,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available
H1737,Local CCP,"Health Alliance - Midwest, Inc.",Health Alliance Medicare,The Carle Foundation,1,2,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,4,2,2,Not enough data available,1,4,1,3,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,3,5,Not enough data available,Not enough data available,Not enough data available,5,4,5,Not enough data available,5,3,5,4,Plan too small to be measured,Plan too small to be measured,5,4,4,4,4
H1777,Local CCP,"Catholic Special Needs Plan, Llc",ArchCare Advantage,Catholic Health Care System,1,3,Plan too small to be measured,Not enough data available,Not enough data available,1,5,4,5,5,4,Not enough data available,4,2,4,3,Not enough data available,5,Not enough data available,2,4,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5,5,4,4,Not enough data available,Not enough data available,4,3,5,Not enough data available,5,5,4,2,Plan too small to be measured,Plan too small to be measured,5,4,3,3,2
H1787,Local CCP,"Good Samaritan Insurance Plan Of South Dakota, Inc",Great Plains Medicare Advantage,"Good Samaritan Insurance Plan, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H1846,Local CCP,Mount Carmel Health Insurance Company,MediGold,Trinity Health,3,2,Plan too small to be measured,3,3,2,3,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,3,3,2,2,2,1,3,1,4,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,4,Not enough data available,3,3,Not enough data available,Not enough data available,5,5,5,Not enough data available,4,Not enough data available,3,3,Plan too small to be measured,Plan too small to be measured,5,4,4,4,2
H1894,Local CCP,"Amerigroup Washington, Inc.",AMERIGROUP,Anthem Inc.,2,2,3,Plan too new to be measured,Plan too new to be measured,5,4,1,5,2,4,Not enough data available,2,4,3,2,Not enough data available,1,4,3,5,1,3,1,2,1,4,2,3,4,5,Not enough data available,Not enough data available,5,5,5,Not enough data available,2,3,4,4,2,3,5,2,3,2,4
H1944,Local CCP,"Unitedhealthcare Of New England, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,3,5,4,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,4,5,5,4,4,2,3,4,4,3,4,3,4,2,3,4,4,3,5,4,5,5,5,5,5,4,4,3,5,2,4,5,4,5,4,3
